"","country","continent","year","lifeExp","pop","gdpPercap"
"938","Pakistan","Asia",2002,63.61,153403524,2092.712441
"939","Botswana","Africa",1987,63.622,1151184,6205.88385
"940","Mongolia","Asia",1997,63.625,2494803,1902.2521
"941","Egypt","Africa",1992,63.674,59402198,3794.755195
"942","Dominican Republic","Americas",1982,63.727,5968349,2861.092386
"943","Montenegro","Europe",1962,63.728,474528,4649.593785
"944","Jordan","Asia",1982,63.739,2347031,4161.415959
"945","Nepal","Asia",2007,63.785,28901790,1091.359778
"946","Colombia","Americas",1977,63.837,25094412,3815.80787
"947","Lebanon","Asia",1967,63.87,2186894,6006.983042
"948","Bolivia","Americas",2002,63.883,8445134,3413.26269
"949","China","Asia",1977,63.96736,943455000,741.2374699
"950","Korea, Dem. Rep.","Asia",1972,63.983,14781241,3701.621503
"951","Hungary","Europe",1952,64.03,9504000,5263.673816
"952","Tunisia","Africa",1982,64.048,6734098,3560.233174
"953","Bangladesh","Asia",2007,64.062,150448339,1391.253792
"954","Panama","Americas",1967,64.071,1405486,4421.009084
"955","Romania","Europe",1957,64.1,17829327,3943.370225
"956","Peru","Americas",1987,64.134,20195924,6360.943444
"957","Philippines","Asia",1987,64.151,60017788,2189.634995
"958","Mauritania","Africa",2007,64.164,3270065,1803.151496
"959","Sri Lanka","Asia",1967,64.266,11737396,1135.514326
"960","Reunion","Africa",1972,64.274,461633,5047.658563
"961","Puerto Rico","Americas",1952,64.28,2227000,3081.959785
"962","Sao Tome and Principe","Africa",2002,64.337,170372,1353.09239
"963","Ecuador","Americas",1982,64.342,8365850,7213.791267
"964","Slovak Republic","Europe",1952,64.36,3558137,5074.659104
"965","Paraguay","Americas",1962,64.361,2009813,2148.027146
"966","Portugal","Europe",1962,64.39,9019800,4727.954889
"967","Argentina","Americas",1957,64.399,19610538,6856.856212
"968","West Bank and Gaza","Asia",1982,64.406,1425876,4336.032082
"969","Honduras","Americas",1987,64.492,4372203,3023.096699
"970","Serbia","Europe",1962,64.531,7616060,6289.629157
"971","Syria","Asia",1982,64.59,9410494,3761.837715
"972","Thailand","Asia",1982,64.597,48827160,2393.219781
"973","Kuwait","Asia",1967,64.624,575003,80894.88326
"974","India","Asia",2007,64.698,1110396331,2452.210407
"975","Hong Kong, China","Asia",1957,64.75,2736300,3629.076457
"976","Korea, Rep.","Asia",1977,64.766,36436000,4657.22102
"977","Croatia","Europe",1957,64.77,3991242,4338.231617
"978","Bosnia and Herzegovina","Europe",1967,64.79,3585000,2172.352423
"979","Albania","Europe",1962,64.82,1728137,2312.888958
"980","Trinidad and Tobago","Americas",1962,64.9,887498,4997.523971
"981","Mauritius","Africa",1977,64.93,913025,3710.982963
"982","Spain","Europe",1952,64.94,28549870,3834.034742
"983","Paraguay","Americas",1967,64.951,2287985,2299.376311
"984","Mexico","Americas",1977,65.032,63759976,7674.929108
"985","Mongolia","Asia",2002,65.033,2674234,2140.739323
"986","Sri Lanka","Asia",1972,65.042,13016733,1213.39553
"987","Iraq","Asia",1987,65.044,16543189,11643.57268
"988","Argentina","Americas",1962,65.142,21283783,7133.166023
"989","Comoros","Africa",2007,65.152,710960,986.1478792
"990","Taiwan","Asia",1962,65.2,11918938,1822.879028
"991","Brazil","Americas",1987,65.205,142938076,7807.095818
"992","Cuba","Americas",1962,65.246,7254373,5180.75591
"993","Malaysia","Asia",1977,65.256,12845381,3827.921571
"994","Israel","Asia",1952,65.39,1620914,4086.522128
"995","Morocco","Africa",1992,65.393,25798239,2948.047252
"996","Trinidad and Tobago","Americas",1967,65.4,960155,5621.368472
"997","Lebanon","Asia",1972,65.421,2680018,7486.384341
"998","Costa Rica","Americas",1967,65.424,1588717,4161.727834
"999","Pakistan","Asia",2007,65.483,169270617,2605.94758
"1000","Japan","Asia",1957,65.5,91563009,4317.694365
"1001","China","Asia",1982,65.525,1000281000,962.4213805
"1002","Sao Tome and Principe","Africa",2007,65.528,199579,1598.435089
"1003","Bolivia","Americas",2007,65.554,9119152,3822.137084
"1004","Slovenia","Europe",1952,65.57,1489518,4215.041741
"1005","Bahrain","Asia",1977,65.593,297410,19340.10196
"1006","Jamaica","Americas",1962,65.61,1665128,5246.107524
"1007","Argentina","Americas",1967,65.634,22934225,8052.953021
"1008","Venezuela","Americas",1972,65.712,11515649,10505.25966
"1009","Iran","Asia",1992,65.742,60397973,7235.653188
"1010","Poland","Europe",1957,65.77,28235346,4734.253019
"1011","Singapore","Asia",1962,65.798,1750200,3674.735572
"1012","Algeria","Africa",1987,65.799,23254956,5681.358539
"1013","Paraguay","Americas",1972,65.815,2614104,2523.337977
"1014","Nicaragua","Americas",1992,65.843,4017939,2170.151724
"1015","Greece","Europe",1952,65.86,7733250,3530.690067
"1016","Jordan","Asia",1987,65.869,2820042,4448.679912
"1017","Trinidad and Tobago","Americas",1972,65.9,975199,6619.551419
"1018","Italy","Europe",1952,65.94,47666000,4931.404155
"1019","Sri Lanka","Asia",1977,65.949,14116836,1348.775651
"1020","Indonesia","Asia",1997,66.041,199278000,3119.335603
"1021","Dominican Republic","Americas",1987,66.046,6655297,2899.842175
"1022","Uruguay","Americas",1952,66.071,2252965,5716.766744
"1023","Thailand","Asia",1987,66.084,52910342,2982.653773
"1024","Lebanon","Asia",1977,66.099,3115787,8659.696836
"1025","Turkey","Europe",1992,66.146,58179144,5678.348271
"1026","Panama","Americas",1972,66.216,1616384,5364.249663
"1027","Albania","Europe",1967,66.22,1984060,2760.196931
"1028","Libya","Africa",1987,66.234,3799845,11770.5898
"1029","Saudi Arabia","Asia",1987,66.295,14619745,21198.26136
"1030","Guatemala","Americas",1997,66.322,9803875,4684.313807
"1031","Paraguay","Americas",1977,66.353,2984494,3248.373311
"1032","Honduras","Americas",1992,66.399,5077347,3081.694603
"1033","Hungary","Europe",1957,66.41,9839000,6040.180011
"1034","Peru","Americas",1992,66.458,22430449,4446.380924
"1035","Philippines","Asia",1992,66.458,67185766,2279.324017
"1036","Finland","Europe",1952,66.55,4090500,6424.519071
"1037","Portugal","Europe",1967,66.6,9103000,6361.517993
"1038","Bulgaria","Europe",1957,66.61,7651254,3008.670727
"1039","Colombia","Americas",1982,66.653,27764644,4397.575659
"1040","Spain","Europe",1957,66.66,29841614,4564.80241
"1041","Korea, Dem. Rep.","Asia",2002,66.662,22215365,1646.758151
"1042","Mauritius","Africa",1982,66.711,992040,3688.037739
"1043","El Salvador","Americas",1992,66.798,5274649,4444.2317
"1044","Austria","Europe",1952,66.8,6927772,6137.076492
"1045","Romania","Europe",1962,66.8,18680721,4734.997586
"1046","Romania","Europe",1967,66.8,19284814,6470.866545
"1047","Mongolia","Asia",2007,66.803,2874127,3095.772271
"1048","Czech Republic","Europe",1952,66.87,9125183,6876.14025
"1049","Paraguay","Americas",1982,66.874,3366439,4258.503604
"1050","Tunisia","Africa",1987,66.894,7724976,3810.419296
"1051","Ireland","Europe",1952,66.91,2952156,5210.280328
"1052","Serbia","Europe",1967,66.914,7971222,7991.707066
"1053","Syria","Asia",1987,66.974,11242847,3116.774285
"1054","Lebanon","Asia",1982,66.983,3086876,7640.519521
"1055","Uruguay","Americas",1957,67.044,2424959,6150.772969
"1056","West Bank and Gaza","Asia",1987,67.046,1691210,5107.197384
"1057","Chile","Americas",1977,67.052,10599793,4756.763836
"1058","Brazil","Americas",1992,67.057,155975974,6950.283021
"1059","Reunion","Africa",1977,67.064,492095,4319.804067
"1060","Argentina","Americas",1972,67.065,24779799,9443.038526
"1061","Korea, Rep.","Asia",1982,67.123,39326000,5622.942464
"1062","Croatia","Europe",1962,67.13,4076557,5477.890018
"1063","Korea, Dem. Rep.","Asia",1977,67.159,16325320,4106.301249
"1064","Montenegro","Europe",1967,67.178,501035,5907.850937
"1065","Egypt","Africa",1997,67.217,66134291,4173.181797
"1066","Ecuador","Americas",1987,67.231,9545158,6481.776993
"1067","China","Asia",1987,67.274,1084035000,1378.904018
"1068","Korea, Dem. Rep.","Asia",2007,67.297,23301725,1593.06548
"1069","Thailand","Asia",1992,67.298,56667095,4616.896545
"1070","Paraguay","Americas",1987,67.378,3886512,3998.875695
"1071","Mexico","Americas",1982,67.405,71640904,9611.147541
"1072","France","Europe",1952,67.41,42459667,7029.809327
"1073","Bosnia and Herzegovina","Europe",1972,67.45,3819000,2860.16975
"1074","Slovak Republic","Europe",1957,67.45,3844277,6093.26298
"1075","Venezuela","Americas",1977,67.456,13503563,13143.95095
"1076","Austria","Europe",1957,67.48,6965860,8842.59803
"1077","Finland","Europe",1957,67.49,4324000,7545.415386
"1078","Germany","Europe",1952,67.5,69145952,7144.114393
"1079","Taiwan","Asia",1967,67.5,13648692,2643.858681
"1080","Jamaica","Americas",1967,67.51,1861096,6124.703451
"1081","Thailand","Asia",1997,67.521,60216677,5852.625497
"1082","Poland","Europe",1962,67.64,30329617,5338.752143
"1083","Hong Kong, China","Asia",1962,67.65,3305200,4692.648272
"1084","Honduras","Americas",1997,67.659,5867957,3160.454906
"1085","Morocco","Africa",1997,67.66,28529501,2982.101858
"1086","Vietnam","Asia",1992,67.662,69940728,989.0231487
"1087","Albania","Europe",1972,67.69,2263554,3313.422188
"1088","Kuwait","Asia",1972,67.712,841934,109347.867
"1089","Korea, Dem. Rep.","Asia",1997,67.727,21585105,1690.756814
"1090","Oman","Asia",1987,67.734,1593882,18115.22313
"1091","Algeria","Africa",1992,67.744,26298373,5023.216647
"1092","Colombia","Americas",1987,67.768,30964245,4903.2191
"1093","Italy","Europe",1957,67.81,49182000,6248.656232
"1094","Israel","Asia",1957,67.84,1944401,5385.278451
"1095","Costa Rica","Americas",1972,67.849,1834796,5118.146939
"1096","Slovenia","Europe",1957,67.85,1533070,5862.276629
"1097","Greece","Europe",1957,67.86,8096218,4916.299889
"1098","Lebanon","Asia",1987,67.926,3089353,5377.091329
"1099","Singapore","Asia",1967,67.946,1977600,4977.41854
"1100","Hungary","Europe",1962,67.96,10063000,7550.359877
"1101","Belgium","Europe",1952,68,8730405,8343.105127
"1102","Malaysia","Asia",1982,68,14441916,4920.355951
"1103","Jordan","Asia",1992,68.015,3867409,3431.593647
"1104","Iran","Asia",1997,68.042,63327987,8263.590301
"1105","Paraguay","Americas",1992,68.225,4483945,4196.411078
"1106","Uruguay","Americas",1962,68.253,2598466,5603.357717
"1107","Cuba","Americas",1967,68.29,8139332,5690.268015
"1108","Trinidad and Tobago","Americas",1977,68.3,1039009,7899.554209
"1109","Peru","Americas",1997,68.386,24748122,5838.347657
"1110","Colombia","Americas",1992,68.421,34202721,5444.648617
"1111","Nicaragua","Americas",1997,68.426,4609572,2253.023004
"1112","United States","Americas",1952,68.44,157553000,13990.48208
"1113","Dominican Republic","Americas",1992,68.457,7351181,3044.214214
"1114","Uruguay","Americas",1967,68.468,2748579,5444.61962
"1115","Argentina","Americas",1977,68.481,26983828,10079.02674
"1116","Croatia","Europe",1967,68.5,4174366,6960.297861
"1117","Puerto Rico","Americas",1957,68.54,2260000,3907.156189
"1118","Venezuela","Americas",1982,68.557,15620766,11152.41011
"1119","Philippines","Asia",1997,68.564,75012988,2536.534925
"1120","Thailand","Asia",2002,68.564,62806748,5913.187529
"1121","Honduras","Americas",2002,68.565,6677328,3099.72866
"1122","Indonesia","Asia",2002,68.588,211060000,2873.91287
"1123","Uruguay","Americas",1972,68.673,2829526,5703.408898
"1124","Panama","Americas",1977,68.681,1839782,5351.912144
"1125","China","Asia",1992,68.69,1164970000,1655.784158
"1126","Serbia","Europe",1972,68.7,8313288,10522.06749
"1127","Japan","Asia",1962,68.73,95831757,6576.649461
"1128","Mauritius","Africa",1987,68.74,1042663,4783.586903
"1129","Canada","Americas",1952,68.75,14785584,11367.16112
"1130","Finland","Europe",1962,68.75,4491443,9371.842561
"1131","Libya","Africa",1992,68.755,4364501,9640.138501
"1132","Sri Lanka","Asia",1982,68.757,15410151,1648.079789
"1133","Saudi Arabia","Asia",1992,68.768,16945857,24841.61777
"1134","Trinidad and Tobago","Americas",1982,68.832,1116479,9119.528607
"1135","Turkey","Europe",1997,68.835,63047647,6601.429915
"1136","Ireland","Europe",1957,68.9,2878220,5599.077872
"1137","Albania","Europe",1977,68.93,2509048,3533.00391
"1138","France","Europe",1957,68.93,44310863,8662.834898
"1139","Trinidad and Tobago","Americas",2002,68.976,1101832,11460.60023
"1140","Guatemala","Americas",2002,68.978,11178650,4858.347495
"1141","Jamaica","Americas",1972,69,1997616,7433.889293
"1142","Sri Lanka","Asia",1987,69.011,16495304,1876.766827
"1143","Czech Republic","Europe",1957,69.03,9513758,8256.343918
"1144","Bahrain","Asia",1982,69.052,377967,19211.14731
"1145","Germany","Europe",1957,69.1,71019069,10187.82665
"1146","Korea, Dem. Rep.","Asia",1982,69.1,17647518,4106.525293
"1147","Australia","Oceania",1952,69.12,8691212,10039.59564
"1148","Slovenia","Europe",1962,69.15,1582962,7402.303395
"1149","Algeria","Africa",1997,69.152,29072015,4797.295051
"1150","Hungary","Europe",1992,69.17,10348684,10535.62855
"1151","Slovenia","Europe",1967,69.18,1646912,9405.489397
"1152","United Kingdom","Europe",1952,69.18,50430000,9979.508487
"1153","Romania","Europe",1972,69.21,20662648,8011.414402
"1154","Belgium","Europe",1957,69.24,8989111,9714.960623
"1155","Italy","Europe",1962,69.24,50843200,8243.58234
"1156","Syria","Asia",1992,69.249,13219062,3340.542768
"1157","Portugal","Europe",1972,69.26,8970450,9022.247417
"1158","Lebanon","Asia",1992,69.292,3219994,6890.806854
"1159","Kuwait","Asia",1977,69.343,1140357,59265.47714
"1160","Romania","Europe",1992,69.36,22797027,6598.409903
"1161","Brazil","Americas",1997,69.388,168546719,7957.980824
"1162","Hungary","Europe",1982,69.39,10705535,12545.99066
"1163","Israel","Asia",1962,69.39,2310904,7105.630706
"1164","New Zealand","Oceania",1952,69.39,1994794,10556.57566
"1165","Taiwan","Asia",1972,69.39,15226039,4062.523897
"1166","Paraguay","Americas",1997,69.4,5154123,4247.400261
"1167","Iran","Asia",2002,69.451,66907826,9240.761975
"1168","Romania","Europe",1977,69.46,21658597,9356.39724
"1169","Trinidad and Tobago","Americas",1997,69.465,1138101,8792.573126
"1170","Uruguay","Americas",1977,69.481,2873520,6504.339663
"1171","United States","Americas",1957,69.49,171984000,14847.12712
"1172","Mexico","Americas",1987,69.498,80122492,8688.156003
"1173","Hungary","Europe",1967,69.5,10223422,9326.64467
"1174","Malaysia","Asia",1987,69.5,16331785,5249.802653
"1175","Bulgaria","Europe",1962,69.51,8012946,4254.337839
"1176","Greece","Europe",1962,69.51,8448233,6017.190733
"1177","Singapore","Asia",1972,69.521,2152400,8597.756202
"1178","Romania","Europe",1987,69.53,22686371,9696.273295
"1179","El Salvador","Americas",1997,69.535,5783439,5154.825496
"1180","Austria","Europe",1962,69.54,7129864,10750.72111
"1181","Hungary","Europe",1987,69.58,10612740,12986.47998
"1182","Trinidad and Tobago","Americas",1987,69.582,1191336,7388.597823
"1183","Croatia","Europe",1972,69.61,4225310,9164.090127
"1184","Poland","Europe",1967,69.61,31785378,6557.152776
"1185","Ecuador","Americas",1992,69.613,10748394,7103.702595
"1186","Morocco","Africa",2002,69.615,31167783,3258.495584
"1187","Puerto Rico","Americas",1962,69.62,2448046,5108.34463
"1188","Switzerland","Europe",1952,69.62,4815000,14734.23275
"1189","Romania","Europe",1982,69.66,22356726,9605.314053
"1190","Spain","Europe",1962,69.69,31158061,5693.843879
"1191","West Bank and Gaza","Asia",1992,69.718,2104779,6017.654756
"1192","Romania","Europe",1997,69.72,22562458,7346.547557
"1193","Mauritius","Africa",1992,69.745,1096202,6058.253846
"1194","Hungary","Europe",1972,69.76,10394091,10168.65611
"1195","Jordan","Asia",1997,69.772,4526235,3645.379572
"1196","Egypt","Africa",2002,69.806,73312559,4754.604414
"1197","Korea, Rep.","Asia",1987,69.81,41622000,8533.088805
"1198","Trinidad and Tobago","Americas",2007,69.819,1056608,18008.50924
"1199","Slovenia","Europe",1972,69.82,1694510,12383.4862
"1200","Finland","Europe",1967,69.83,4605744,10921.63626
"1201","Bosnia and Herzegovina","Europe",1977,69.86,4086000,3528.481305
"1202","Trinidad and Tobago","Americas",1992,69.862,1183669,7370.990932
"1203","Reunion","Africa",1982,69.885,517810,5267.219353
"1204","Czech Republic","Europe",1962,69.9,9620282,10136.86713
"1205","Peru","Americas",2002,69.906,26769436,5909.020073
"1206","Argentina","Americas",1982,69.942,29341374,8997.897412
"1207","Hungary","Europe",1977,69.95,10637171,11674.83737
"1208","Dominican Republic","Americas",1997,69.957,7992357,3614.101285
"1209","Canada","Americas",1957,69.96,17010154,12489.95006
"1210","Korea, Dem. Rep.","Asia",1992,69.978,20711375,3726.063507
"1211","Hong Kong, China","Asia",1967,70,3722800,6197.962814
"1212","Tunisia","Africa",1992,70.001,8523077,4332.720164
"1213","Jamaica","Americas",1977,70.11,2156814,6650.195573
"1214","Austria","Europe",1967,70.14,7376998,12834.6024
"1215","Serbia","Europe",1982,70.162,9032824,15181.0927
"1216","Venezuela","Americas",1987,70.19,17910182,9883.584648
"1217","Honduras","Americas",2007,70.198,7483763,3548.330846
"1218","United States","Americas",1962,70.21,186538000,16173.14586
"1219","Belgium","Europe",1962,70.25,9218400,10991.20676
"1220","Guatemala","Americas",2007,70.259,12572928,5186.050003
"1221","New Zealand","Oceania",1957,70.26,2229407,12247.39532
"1222","Lebanon","Asia",1997,70.265,3430388,8754.96385
"1223","Czech Republic","Europe",1972,70.29,9862158,13108.4536
"1224","Ireland","Europe",1962,70.29,2830000,6631.597314
"1225","Germany","Europe",1962,70.3,73739117,12902.46291
"1226","Serbia","Europe",1977,70.3,8686367,12980.66956
"1227","Philippines","Asia",2002,70.303,82995088,2650.921068
"1228","Colombia","Americas",1997,70.313,37657830,6117.361746
"1229","Bulgaria","Europe",1997,70.32,8066057,5970.38876
"1230","Australia","Oceania",1957,70.33,9712569,10949.64959
"1231","Slovak Republic","Europe",1962,70.33,4237384,7481.107598
"1232","Slovak Republic","Europe",1972,70.35,4593433,9674.167626
"1233","Sri Lanka","Asia",1992,70.379,17587060,2153.739222
"1234","Czech Republic","Europe",1967,70.38,9835109,11399.44489
"1235","Portugal","Europe",1977,70.41,9662600,10172.48572
"1236","Albania","Europe",1982,70.42,2780097,3630.880722
"1237","Bulgaria","Europe",1967,70.42,8310226,5577.0028
"1238","United Kingdom","Europe",1957,70.42,51430000,11283.17795
"1239","China","Asia",1997,70.426,1230075000,2289.234136
"1240","Slovak Republic","Europe",1977,70.45,4827803,10922.66404
"1241","Sri Lanka","Asia",1997,70.457,18698655,2664.477257
"1242","Croatia","Europe",1982,70.46,4413368,13221.82184
"1243","Panama","Americas",1982,70.472,2036305,7009.601598
"1244","France","Europe",1962,70.51,47124000,10560.48553
"1245","Saudi Arabia","Asia",1997,70.533,21229759,20586.69019
"1246","Switzerland","Europe",1957,70.56,5126000,17909.48973
"1247","Chile","Americas",1982,70.565,11487112,5095.665738
"1248","Taiwan","Asia",1977,70.59,16785196,5596.519826
"1249","Thailand","Asia",2007,70.616,65068149,7458.396327
"1250","Austria","Europe",1972,70.63,7544201,16661.6256
"1251","Montenegro","Europe",1972,70.636,527678,7778.414017
"1252","Croatia","Europe",1977,70.64,4318673,11305.38517
"1253","Korea, Dem. Rep.","Asia",1987,70.647,19067554,4106.492315
"1254","Indonesia","Asia",2007,70.65,223547000,3540.651564
"1255","Poland","Europe",1977,70.67,34621254,9508.141454
"1256","Vietnam","Asia",1997,70.672,76048996,1385.896769
"1257","Bosnia and Herzegovina","Europe",1982,70.69,4172693,4126.613157
"1258","Malaysia","Asia",1992,70.693,18319502,7277.912802
"1259","Czech Republic","Europe",1977,70.71,10161915,14800.16062
"1260","Cuba","Americas",1972,70.723,8831348,5305.445256
"1261","El Salvador","Americas",2002,70.734,6353681,5351.568666
"1262","Mauritius","Africa",1997,70.736,1149818,7425.705295
"1263","Bahrain","Asia",1987,70.75,454612,18524.02406
"1264","Costa Rica","Americas",1977,70.75,2108457,5926.876967
"1265","Israel","Asia",1967,70.75,2693585,8393.741404
"1266","Paraguay","Americas",2002,70.755,5884491,3783.674243
"1267","United Kingdom","Europe",1962,70.76,53292000,12477.17707
"1268","United States","Americas",1967,70.76,198712000,19530.36557
"1269","Argentina","Americas",1987,70.774,31620918,9139.671389
"1270","Denmark","Europe",1952,70.78,4334000,9692.385245
"1271","Singapore","Asia",1977,70.795,2325300,11210.08948
"1272","Germany","Europe",1967,70.8,76368453,14745.62561
"1273","Slovak Republic","Europe",1982,70.8,5048043,11348.54585
"1274","Uruguay","Americas",1982,70.805,2953997,6920.223051
"1275","Bulgaria","Europe",1977,70.81,8797022,7612.240438
"1276","Sri Lanka","Asia",2002,70.815,19576783,3015.378833
"1277","Nicaragua","Americas",2002,70.836,5146848,2474.548819
"1278","Turkey","Europe",2002,70.845,67308928,6508.085718
"1279","Dominican Republic","Americas",2002,70.847,8650322,4563.808154
"1280","Poland","Europe",1972,70.85,33039545,8006.506993
"1281","Finland","Europe",1972,70.87,4639657,14358.8759
"1282","Bulgaria","Europe",1972,70.9,8576200,6597.494398
"1283","Australia","Oceania",1962,70.93,10794968,12217.22686
"1284","Belgium","Europe",1967,70.94,9556500,13149.04119
"1285","Czech Republic","Europe",1982,70.96,10303704,15377.22855
"1286","Iran","Asia",2007,70.964,69453570,11605.71449
"1287","Slovenia","Europe",1977,70.97,1746919,15277.03017
"1288","Poland","Europe",1987,70.98,37740710,9082.351172
"1289","Slovak Republic","Europe",1967,70.98,4442238,8412.902397
"1290","Poland","Europe",1992,70.99,38370697,7738.881247
"1291","Algeria","Africa",2002,70.994,31287142,5288.040382
"1292","Germany","Europe",1972,71,78717088,18016.18027
"1293","Greece","Europe",1967,71,8716441,8513.097016
"1294","Brazil","Americas",2002,71.006,179914212,8131.212843
"1295","Lebanon","Asia",2002,71.028,3677780,9313.93883
"1296","Hungary","Europe",1997,71.04,10244684,11712.7768
"1297","Italy","Europe",1967,71.06,52667100,10022.40131
"1298","Slovenia","Europe",1982,71.063,1861252,17866.72175
"1299","Bulgaria","Europe",1982,71.08,8892098,8224.191647
"1300","Ireland","Europe",1967,71.08,2900100,7655.568963
"1301","Slovak Republic","Europe",1987,71.08,5199318,12037.26758
"1302","West Bank and Gaza","Asia",1997,71.096,2826046,7110.667619
"1303","Australia","Oceania",1967,71.1,11872264,14526.12465
"1304","Puerto Rico","Americas",1967,71.1,2648961,6929.277714
"1305","Bosnia and Herzegovina","Europe",1987,71.14,4338977,4314.114757
"1306","Venezuela","Americas",1992,71.15,20265563,10733.92631
"1307","Morocco","Africa",2007,71.164,33757175,3820.17523
"1308","Bulgaria","Europe",1992,71.19,8658506,6302.623438
"1309","Oman","Asia",1992,71.197,1915208,18616.70691
"1310","Jamaica","Americas",1982,71.21,2298309,6068.05135
"1311","Serbia","Europe",1987,71.218,9230783,15870.87851
"1312","New Zealand","Oceania",1962,71.24,2488550,13175.678
"1313","Jordan","Asia",2002,71.263,5307470,3844.917194
"1314","Ireland","Europe",1972,71.28,3024400,9530.772896
"1315","Canada","Americas",1962,71.3,18985849,13462.48555
"1316","Kuwait","Asia",1982,71.309,1497494,31354.03573
"1317","Poland","Europe",1982,71.32,36227381,8451.531004
"1318","Switzerland","Europe",1962,71.32,5666000,20431.0927
"1319","Romania","Europe",2002,71.322,22404337,7885.360081
"1320","Egypt","Africa",2007,71.338,80264543,5581.180998
"1321","Bulgaria","Europe",1987,71.34,8971958,8239.854824
"1322","United States","Americas",1972,71.34,209896000,21806.03594
"1323","United Kingdom","Europe",1967,71.36,54959000,14142.85089
"1324","Slovak Republic","Europe",1992,71.38,5302888,9498.467723
"1325","Peru","Americas",2007,71.421,28674757,7408.905561
"1326","Japan","Asia",1967,71.43,100825279,9847.788607
"1327","Belgium","Europe",1972,71.44,9709100,16672.14356
"1328","Spain","Europe",1967,71.44,32850275,7993.512294
"1329","Mexico","Americas",1992,71.455,88111030,9472.384295
"1330","Croatia","Europe",1987,71.52,4484310,13822.58394
"1331","New Zealand","Oceania",1967,71.52,2728150,14463.91893
"1332","Panama","Americas",1987,71.523,2253639,7034.779161
"1333","Syria","Asia",1997,71.527,15081016,4014.238972
"1334","France","Europe",1967,71.55,49569000,12999.91766
"1335","Libya","Africa",1997,71.555,4759670,9467.446056
"1336","Czech Republic","Europe",1987,71.58,10311597,16310.4434
"1337","Albania","Europe",1992,71.581,3326498,2497.437901
"1338","Saudi Arabia","Asia",2002,71.626,24501530,19014.54118
"1339","Israel","Asia",1972,71.63,3095893,12786.93223
"1340","Serbia","Europe",1992,71.659,9826397,9325.068238
"1341","Colombia","Americas",2002,71.682,41008227,5755.259962
"1342","Philippines","Asia",2007,71.688,91077287,3190.481016
"1343","Paraguay","Americas",2007,71.752,6667147,4172.838464
"1344","Singapore","Asia",1982,71.76,2651869,15169.16112
"1345","Jamaica","Americas",1992,71.766,2378618,7404.923685
"1346","Jamaica","Americas",1987,71.77,2326606,6351.237495
"1347","Turkey","Europe",2007,71.777,71158647,8458.276384
"1348","Denmark","Europe",1957,71.81,4487831,11099.65935
"1349","Sweden","Europe",1952,71.86,7124673,8527.844662
"1350","Argentina","Americas",1992,71.868,33958947,9308.41871
"1351","El Salvador","Americas",2007,71.878,6939688,5728.353514
"1352","New Zealand","Oceania",1972,71.89,2929100,16046.03728
"1353","Reunion","Africa",1987,71.913,562035,5303.377488
"1354","Uruguay","Americas",1987,71.918,3045153,7452.398969
"1355","Australia","Oceania",1972,71.93,13177000,16788.62948
"1356","Malaysia","Asia",1997,71.938,20476091,10132.90964
"1357","Mauritius","Africa",2002,71.954,1200206,9021.815894
"1358","Tunisia","Africa",1997,71.973,9231669,4876.798614
"1359","Lebanon","Asia",2007,71.993,3921278,10461.05868
"1360","Albania","Europe",1987,72,3075321,3738.932735
"1361","Hong Kong, China","Asia",1972,72,4115700,8315.928145
"1362","United Kingdom","Europe",1972,72.01,56079000,15895.11641
"1363","China","Asia",2002,72.028,1280400000,3119.280896
"1364","Ireland","Europe",1977,72.03,3271900,11150.98113
"1365","Jamaica","Americas",2002,72.047,2664659,6994.774861
"1366","Canada","Americas",1967,72.13,20819767,16076.58803
"1367","Netherlands","Europe",1952,72.13,10381988,8941.571858
"1368","Bulgaria","Europe",2002,72.14,7661799,7696.777725
"1369","Venezuela","Americas",1997,72.146,22374398,10165.49518
"1370","Puerto Rico","Americas",1972,72.16,2847132,9123.041742
"1371","Taiwan","Asia",1982,72.16,18501390,7426.354774
"1372","Austria","Europe",1977,72.17,7568430,19749.4223
"1373","Bosnia and Herzegovina","Europe",1992,72.178,4256013,2546.781445
"1374","Italy","Europe",1972,72.19,54365564,12269.27378
"1375","New Zealand","Oceania",1977,72.22,3164900,16233.7177
"1376","Serbia","Europe",1997,72.232,10336594,7914.320304
"1377","Dominican Republic","Americas",2007,72.235,9319622,6025.374752
"1378","Korea, Rep.","Asia",1992,72.244,43805450,12104.27872
"1379","Slovenia","Europe",1987,72.25,1945870,18678.53492
"1380","Jamaica","Americas",1997,72.262,2531311,7121.924704
"1381","Algeria","Africa",2007,72.301,33333216,6223.367465
"1382","Ecuador","Americas",1997,72.312,11911819,7429.455877
"1383","Greece","Europe",1972,72.34,8888628,12724.82957
"1384","Denmark","Europe",1962,72.35,4646899,13583.31351
"1385","West Bank and Gaza","Asia",2002,72.37,3389578,4515.487575
"1386","France","Europe",1972,72.38,51732000,16107.19171
"1387","Brazil","Americas",2007,72.39,190010647,9065.800825
"1388","Sri Lanka","Asia",2007,72.396,20378239,3970.095407
"1389","Czech Republic","Europe",1992,72.4,10315702,14297.02122
"1390","Panama","Americas",1992,72.462,2484997,6618.74305
"1391","Romania","Europe",2007,72.476,22276056,10808.47561
"1392","Iceland","Europe",1952,72.49,147962,7267.688428
"1393","Sweden","Europe",1957,72.49,7363802,9911.878226
